cluster	gene
E1	Abca4
E1	Pde5a
E1	Sec24d
E1	Camk2d
E1	Larp7
E1	Alpk1
E1	Tifa
E1	Casp6
E1	Hadh
E1	Cisd2
E1	Gbp2
E1	Hs2st1
E1	Cyr61
E1	Ptgfr
E1	6330407A03Rik
E1	Rab2a
E1	Trp53inp1
E1	Ints8
E1	Otud6b
E1	Casp8ap2
E1	Mdn1
E1	Slc35a1
E1	Mob3b
E1	Il11ra1
E1	Fam214b
E1	Tesk1
E1	Cd72
E1	Tpm2
E1	Tln1
E1	5430416O09Rik
E1	Tstd2
E1	Invs
E1	Smc2
E1	Akap2
E1	Megf9
E1	Tle1
E1	C630043F03Rik
E1	Tmem261
E1	Dennd4c
E1	Gm13286
E1	Kank4os
E1	Tmem59
E1	Faf1
E1	Foxd2
E1	Foxd2os
E1	Foxe3
E1	Prdx1
E1	Mutyh
E1	Ppih
E1	Heyl
E1	D830031N03Rik
E1	Fhl3
E1	Trappc3
E1	Zbtb8a
E1	Bsdc1
E1	Kpna6
E1	Ptp4a2
E1	Tinagl1
E1	Mecr
E1	Trnau1ap
E1	Snhg3
E1	Eya3
E1	Zdhhc18
E1	Arid1a
E1	Zfp593
E1	Pnrc2
E1	Kdm1a
E1	Hspg2
E1	Eif4g3
E1	Sdhb
E1	Fblim1
E1	Phf13
E1	Megf6
E1	Tmem88b
E1	Aurkaip1
E1	Mxra8
E1	AW011738
E1	Fam133b
E1	Steap4
E1	Sema3d
E1	Gm17019
E1	Speer4cos
E1	Fam185a
E1	2700038G22Rik
E1	Slc4a2
E1	Gbx1
E1	Gm5129
E1	Nrbp1
E1	Mrpl33
E1	Fosl2
E1	Ppp1cb
E1	Tacc3
E1	Poln
E1	Rnf4
E1	Htra3
E1	Sh3tc1
E1	Ccdc96
E1	D5Ertd579e
E1	Wfs1
E1	Msx1
E1	Msx1os
E1	Wdr1
E1	C1qtnf7
E1	4930431F12Rik
E1	Lap3
E1	Rell1
E1	Fam114a1
E1	Mir574
E1	Klb
E1	Ugdh
E1	Ube2k
E1	Apbb2
E1	Atp10d
E1	Pdgfra
E1	Kdr
E1	Cenpc1
E1	Stap1
E1	Naaa
E1	Gm8013
E1	Antxr2
E1	Nkx6-1
E1	Hsd17b11
E1	Gbp11
E1	Tmed5
E1	Pigg
E1	Alkbh2
E1	Kctd10
E1	Ube3b
E1	Pebp1
E1	Tbx3
E1	Slc8b1
E1	Iqcd
E1	Acad10
E1	Sh2b3
E1	Vps29
E1	Anapc5
E1	Hcar1
E1	Pitpnm2
E1	Kmt5a
E1	Scarb1
E1	Cct6a
E1	Mlxipl
E1	Hip1
E1	Por
E1	Styxl1
E1	Ephb4
E1	Pop7
E1	Gnb2
E1	Mospd3
E1	Pcolce
E1	Lrch4
E1	Gpc2
E1	Mir339
E1	Mrm2
E1	E130309D02Rik
E1	Baiap2l1
E1	Uspl1
E1	1700028E10Rik
E1	Gng11
E1	Col1a2
E1	Pon2
E1	St7
E1	Cped1
E1	Arf5
E1	Fscn3
E1	Calu
E1	Ube2h
E1	Tmem140
E1	Zc3hav1
E1	Tcaf2
E1	Zfp746
E1	5430402O13Rik
E1	Mir148a
E1	Abcg2
E1	Fam13a
E1	Prdm5
E1	E230016M11Rik
E1	Rpia
E1	Vamp5
E1	Tcf7l1
E1	Loxl3
E1	Mob1a
E1	Cct7
E1	Rab7
E1	Txnrd3
E1	Zxdc
E1	Aldh1l1
E1	Gxylt2
E1	Arl8b
E1	Edem1
E1	Il17rc
E1	Ankrd26
E1	Dcp1b
E1	M6pr
E1	Spsb2
E1	Tpi1
E1	Cops7a
E1	Mir7045
E1	Scnn1a
E1	Foxm1
E1	Etv6
E1	Apold1
E1	Hebp1
E1	Eps8
E1	Gm10400
E1	Iapp
E1	Myadm
E1	Cdc42ep5
E1	Rdh13
E1	Rpl28
E1	Ube2s
E1	Zfp446
E1	Gltscr2
E1	Inafm1
E1	Mill2
E1	Dmpk
E1	Mir3100
E1	Bloc1s3
E1	Apoe
E1	Nectin2
E1	Bcl3
E1	Plaur
E1	Phldb3
E1	Dedd2
E1	Mir7048
E1	Zfp526
E1	Axl
E1	Plekhg2
E1	Gmfg
E1	Hnrnpl
E1	Zfp568
E1	Lsr
E1	Fam187b
E1	Zfp939
E1	Zfp619
E1	Zfp715
E1	Lim2
E1	Cldnd2
E1	Vsig10l
E1	Rras
E1	Fcgrt
E1	Snrnp70
E1	Plekha4
E1	Saa2
E1	Tjp1
E1	Slco3a1
E1	Fah
E1	Aqp11
E1	Wnt11
E1	Serpinh1
E1	Arhgef17
E1	Atg16l2
E1	Nup98
E1	Trim30d
E1	Arfip2
E1	Rrp8
E1	Ilk
E1	Zfp143
E1	Wee1
E1	Swap70
E1	Mrvi1
E1	Ctr9
E1	Pik3c2a
E1	4930583K01Rik
E1	Ears2
E1	Ubfd1
E1	Eif3c
E1	Apobr
E1	Nupr1
E1	Mapk3
E1	Tmem219
E1	Mvp
E1	Sept1
E1	Tmem265
E1	Bcl7c
E1	Ctbp2
E1	4930483O08Rik
E1	9430038I01Rik
E1	Ifitm5
E1	Ifitm2
E1	Ifitm3
E1	Pddc1
E1	Cracr2b
E1	Polr2l
E1	Cdkn1c
E1	Tpcn2
E1	Mrgprf
E1	Pex11g
E1	Pet100
E1	Map2k7
E1	Naxd
E1	Dcun1d2
E1	Nek3
E1	Plat
E1	Plekha2
E1	Bag4
E1	Rab11fip1
E1	Pcm1
E1	Tlr3
E1	Acsl1
E1	Wwc2
E1	Hmgb2
E1	Naf1
E1	Tssk6
E1	Homer3
E1	Rab3a
E1	Snora68
E1	Zfp961
E1	Olfr373
E1	Tpm4
E1	Cherp
E1	Tom1
E1	Mcm5
E1	Lsm6
E1	Adgre5
E1	Ier2
E1	Hook2
E1	Vps35
E1	Phkb
E1	Zfp423
E1	Brd7
E1	Mir8110
E1	Mmp2
E1	Mt2
E1	Pllp
E1	Csnk2a2
E1	Gm29682
E1	Pdp2
E1	Nutf2
E1	Sntb2
E1	Terf2
E1	Lncbate1
E1	Ist1
E1	Sf3b3
E1	Bcar1
E1	Wfdc1
E1	Crispld2
E1	Fendrr
E1	Foxf1
E1	Foxl1
E1	Zfpm1
E1	Pard3
E1	Itgb1
E1	Dcun1d5
E1	Mir5618
E1	4931406C07Rik
E1	Taf1d
E1	Ubtfl1
E1	Carm1
E1	Spc24
E1	Kank2
E1	Dock6
E1	Angptl8
E1	Zbtb44
E1	Fli1
E1	St3gal4
E1	Tbrg1
E1	Mir100
E1	Mcam
E1	Ddx6
E1	Mpzl2
E1	Bco2
E1	Cryab
E1	Ppp2r1b
E1	Gm684
E1	4930550C14Rik
E1	Npat
E1	Snx33
E1	Imp3
E1	Islr
E1	Arih1
E1	2300009A05Rik
E1	1700055C04Rik
E1	Tipin
E1	Dis3l
E1	Aph1b
E1	Mir3109
E1	Fam63b
E1	Gm3458
E1	Nedd4
E1	Tmod3
E1	Ick
E1	Dopey1
E1	Tbx18
E1	9430037G07Rik
E1	Plscr4
E1	1700065D16Rik
E1	Atr
E1	Rbp1
E1	Foxl2
E1	Nphp3
E1	Tusc2
E1	Hyal2
E1	Nat6
E1	Hyal3
E1	Dag1
E1	Gpx1
E1	Usp4
E1	Lamb2
E1	Usp19
E1	Impdh2
E1	Mir191
E1	Arih2
E1	Setd2
E1	Cmtm8
E1	Mid1ip1
E1	Maoa
E1	Rbm10
E1	Zbtb33
E1	Xiap
E1	Elf4
E1	Firre
E1	A630012P03Rik
E1	Ccdc160
E1	Mir542
E1	Mir351
E1	Mmgt1
E1	Mecp2
E1	Taz
E1	Ubl4a
E1	Slc10a3
E1	Apoo
E1	Eda2r
E1	Gm614
E1	Pgk1
E1	5730416F02Rik
E1	Nxt2
E1	Ribc1
E1	Kctd12b
E1	Tmem27
E1	Piga
EN01	Tfap2d
EN01	Paqr8
EN01	Tmem14a
EN01	4933415F23Rik
EN01	Lmbrd1
EN01	Inpp4a
EN01	Npas2
EN01	Il1rl1
EN01	Gpr45
EN01	Uxs1
EN01	Stat4
EN01	BC055402
EN01	Icos
EN01	Nrp2
EN01	4930487H11Rik
EN01	Mir6899
EN01	Ikzf2
EN01	Cryba2
EN01	Dnajb2
EN01	Ptprn
EN01	Iqca
EN01	Espnl
EN01	Serpinb8
EN01	Eif2d
EN01	Kiss1
EN01	Tnni1
EN01	Arpc5
EN01	Rgsl1
EN01	Tdrd5
EN01	BC055324
EN01	Fam78b
EN01	Rgs4
EN01	Atf6
EN01	Atp1a2
EN01	9130409I23Rik
EN01	Taf1a
EN01	Slc30a10
EN01	Gm16897
EN01	Mir29b-2
EN01	Lats1
EN01	Arfgef3
EN01	Myb
EN01	1700020N01Rik
EN01	Nkain2
EN01	Fam26d
EN01	Speer5-ps1
EN01	Mrln
EN01	Fam13c
EN01	Bicc1
EN01	Ddt
EN01	Prtn3
EN01	Kiss1r
EN01	2310011J03Rik
EN01	Diras1
EN01	Aldh1l2
EN01	2310039L15Rik
EN01	Kcnmb4
EN01	4933411E08Rik
EN01	B4galnt1
EN01	Rps26
EN01	Olfr765
EN01	Olfr777
EN01	Rnf185
EN01	Sec14l2
EN01	Pgam2
EN01	Nudcd3
EN01	Cobl
EN01	4933406G16Rik
EN01	Bcl11a
EN01	Slit3
EN01	Adra1b
EN01	Mir6380
EN01	Snord95
EN01	Rasgef1c
EN01	3010026O09Rik
EN01	Mgat4b
EN01	Nhp2
EN01	Gm12216
EN01	Il3
EN01	2210407C18Rik
EN01	Fam183b
EN01	Drg2
EN01	Glp2r
EN01	Chrne
EN01	Rap1gap2
EN01	1700016K19Rik
EN01	Timm22
EN01	Cdk5r1
EN01	Pdk2
EN01	Zfp652os
EN01	4933428G20Rik
EN01	Krtap9-3
EN01	Gm11559
EN01	Krt9
EN01	Kcnh4
EN01	Tubg2
EN01	Vps25
EN01	2810433D01Rik
EN01	Eftud2
EN01	Mir6931
EN01	Fmnl1
EN01	Axin2
EN01	Kcnj2
EN01	Slc39a11
EN01	Sdk2
EN01	Tk1
EN01	Fscn2
EN01	Tex19.1
EN01	Ogfod3
EN01	Kif3c
EN01	Efr3b
EN01	Sox11
EN01	Pxdn
EN01	Nrcam
EN01	C87198
EN01	Wdr20rt
EN01	Pygl
EN01	2210039B01Rik
EN01	Ccdc177
EN01	1700085C21Rik
EN01	4930559C10Rik
EN01	Tunar
EN01	Vrk1
EN01	Hhipl1
EN01	Cyp46a1
EN01	Mir410
EN01	Dio3os
EN01	D430020J02Rik
EN01	Macc1
EN01	Akr1c21
EN01	Wdr37
EN01	Hecw1
EN01	Olfr1368
EN01	Hist1h1b
EN01	Hist1h2ah
EN01	Gm11351
EN01	Serpinb1c
EN01	Nedd9
EN01	Sema4d
EN01	Rab24
EN01	Slc34a1
EN01	Ddx41
EN01	Spata31d1a
EN01	Zfp459
EN01	1700001L19Rik
EN01	4933416O17Rik
EN01	Polr3g
EN01	Zbed3
EN01	Gcnt4
EN01	Nln
EN01	Gzma
EN01	Fst
EN01	Thrb
EN01	Gng2
EN01	Dupd1
EN01	Ankrd28
EN01	Dydc1
EN01	BC061237
EN01	3632451O06Rik
EN01	Tm9sf1
EN01	Mir719
EN01	Prss55
EN01	Fbxo16
EN01	1700001G11Rik
EN01	Hr
EN01	Sucla2
EN01	4930444M15Rik
EN01	Rgcc
EN01	Kctd12
EN01	1700024B18Rik
EN01	Ghr
EN01	Ttc33
EN01	Npr3
EN01	Matn2
EN01	Lrrc6
EN01	1700012I11Rik
EN01	Slc45a4
EN01	Rhpn1
EN01	Gpaa1
EN01	Nptxr
EN01	Npcd
EN01	Enthd1
EN01	Csdc2
EN01	Pmm1
EN01	Nhp2l1
EN01	Tcf20
EN01	Prr5
EN01	Ttll8
EN01	Adcy6
EN01	Racgap1
EN01	Krt8
EN01	Krt18
EN01	Ppp1r1a
EN01	Alg1
EN01	Spag6l
EN01	Tmem191c
EN01	B830017H08Rik
EN01	Mir1224
EN01	Fetub
EN01	Kng1
EN01	Rtp1
EN01	Atp13a4
EN01	Pdia5
EN01	Nr1i2
EN01	B4galt4
EN01	Sidt1
EN01	Boc
EN01	Cd96
EN01	Nectin3
EN01	Gm5485
EN01	G730013B05Rik
EN01	4930567J20Rik
EN01	Chodl
EN01	A930006K02Rik
EN01	Cldn14
EN01	Sim2
EN01	Slc22a3
EN01	Mir99b
EN01	Has1
EN01	Zfp943
EN01	Tpsab1
EN01	Wdr90
EN01	Mir7677
EN01	Mdga1
EN01	Btbd9
EN01	Gm6402
EN01	Adamts10
EN01	H2-DMb2
EN01	H2-Eb2
EN01	Pou5f1
EN01	Cdsn
EN01	Rnf39
EN01	Olfr107
EN01	Dlk2
EN01	Pot1b
EN01	Txndc2
EN01	Clip4
EN01	Gm20939
EN01	Usp14
EN01	Chst9
EN01	Rit2
EN01	Sil1
EN01	Pcdhac1
EN01	Prr16
EN01	Zfp474
EN01	Csnk1g3
EN01	Lipg
EN01	Ctif
EN01	Mir5112
EN01	2210420H20Rik
EN01	Zbtb3
EN01	Tmem216
EN01	Olfr1427
EN01	Fam189a2
EN01	Pank1
EN01	Plce1
EN01	Cyp2c53-ps
EN01	Pdzd7
EN01	Psd
EN01	Zdhhc6
EN01	Gm10007
EN01	Stam
EN01	Carlr
EN01	Grin1
EN01	Kcnt1
EN01	Snora17
EN01	Coq4
EN01	Nron
EN01	Lhx2
EN01	Cacnb4
EN01	Upp2
EN01	Mir6337
EN01	Scn3a
EN01	Bbs5
EN01	Chrna1
EN01	Chn1os3
EN01	P2rx3
EN01	Olfr1090
EN01	Olfr1176
EN01	Ptprj
EN01	Zfp408
EN01	Rcn1
EN01	Dnajc24
EN01	Olfr1309
EN01	Itpka
EN01	Lrrc57
EN01	Zfp661
EN01	Pdyn
EN01	Mrps26
EN01	Gm14057
EN01	Mir6973b
EN01	Mir1952
EN01	Cstl1
EN01	Tmem74b
EN01	Pdrg1
EN01	Commd7
EN01	Cdk5rap1
EN01	Cdh22
EN01	Trp53rkb
EN01	Zfp831
EN01	Slc17a9
EN01	Sox18
EN01	Mir7008
EN01	2610316D01Rik
EN01	Noct
EN01	Gpr87
EN01	Mbnl1
EN01	Vmn2r-ps11
EN01	Serpini2
EN01	1700036G14Rik
EN01	Gatb
EN01	Pklr
EN01	Trim46
EN01	Sprr2e
EN01	Ivl
EN01	Lce1k
EN01	Lce3b
EN01	Mir7014
EN01	Bola1
EN01	Polr3c
EN01	Ptgfrn
EN01	Atp1a1
EN01	Nhlh2
EN01	2010016I18Rik
EN01	Cd53
EN01	Fnbp1l
EN01	Ndst3
EN01	Cfi
EN01	Gimd1
EN01	Gm6260
EN01	Nexn
EN01	Miga1
EN01	Fsbp
EN01	Pdp1
EN01	Slc26a7
EN01	Gabrr2
EN01	Srsf12
EN01	Gba2
EN01	Mir5106
EN01	Tbc1d2
EN01	Baat
EN01	Zfp189
EN01	Slc24a2
EN01	Dab1
EN01	Pcsk9
EN01	Pars2
EN01	Kti12
EN01	Eif2b3
EN01	Mpl
EN01	Olfr1340
EN01	Rims3
EN01	Tmco2
EN01	Inpp5b
EN01	9930104L06Rik
EN01	Clspn
EN01	Zmym1
EN01	Dlgap3
EN01	Mir7016
EN01	1700003M07Rik
EN01	Trnp1
EN01	Man1c1
EN01	Mir6403
EN01	Tcea3
EN01	Pla2g5
EN01	Tas1r2
EN01	Mir5616
EN01	Rnf207
EN01	Nphp4
EN01	Mir7658
EN01	Cfap69
EN01	Speer4f1
EN01	Gnai1
EN01	Kcnh2
EN01	Mir671
EN01	Dpp6
EN01	Drc1
EN01	Cgref1
EN01	Hmx1
EN01	Ppp2r2c
EN01	Evc2
EN01	4930513D17Rik
EN01	Cd38
EN01	Tapt1
EN01	Fam184b
EN01	Zcchc4
EN01	Cckar
EN01	4932441J04Rik
EN01	Gabrb1
EN01	Arl9
EN01	Sdad1
EN01	1700007G11Rik
EN01	Plcxd1
EN01	Aym1
EN01	Gcn1l1
EN01	Ccdc64
EN01	Rph3a
EN01	B3gnt4
EN01	Ogfod2
EN01	Ccl24
EN01	Azgp1
EN01	Nptx2
EN01	Tmem130
EN01	Lnx2
EN01	Pomp
EN01	Wnt2
EN01	Gm20756
EN01	Cpa4
EN01	Mir335
EN01	2210408F21Rik
EN01	Podxl
EN01	D630045J12Rik
EN01	Tas2r138
EN01	Prss1
EN01	Gstk1
EN01	Olfr458
EN01	Tcaf1
EN01	Tpk1
EN01	Zfp862-ps
EN01	Tex37
EN01	Fbxo41
EN01	Gkn2
EN01	Vmn1r44
EN01	Trh
EN01	Eif4e3
EN01	Grm7
EN01	5031434C07Rik
EN01	Fancd2os
EN01	Hrh1
EN01	Pparg
EN01	Mkrn2os
EN01	Cxcl12
EN01	Mir7044
EN01	Zfp9
EN01	Ptms
EN01	Chd4
EN01	Kcna1
EN01	Ccnd2
EN01	Gabarapl1
EN01	H2afj
EN01	Mgp
EN01	A830011K09Rik
EN01	Casc1
EN01	Kras
EN01	Smim17
EN01	Olfr1344
EN01	Zfp954
EN01	Ccdc61
EN01	Nova2
EN01	Irgc1
EN01	Zfp60
EN01	Lgals7
EN01	Lin37
EN01	Gapdhs
EN01	Cebpa
EN01	Klk1b9
EN01	Klk1b11
EN01	Napsa
EN01	Ntf5
EN01	Uevld
EN01	Adamts17
EN01	Synm
EN01	E430016F16Rik
EN01	Idh2
EN01	Iqgap1
EN01	P4ha3
EN01	Olfr576
EN01	Prkcdbp
EN01	Olfr703
EN01	4930543E12Rik
EN01	Far1os
EN01	Arl6ip1
EN01	Sult1a1
EN01	Spn
EN01	Chst15
EN01	Adam8
EN01	Olfr45
EN01	Cdhr5
EN01	Drd4
EN01	Prr36
EN01	4933430N04Rik
EN01	1700016D06Rik
EN01	Gm15348
EN01	D8Ertd82e
EN01	Gm5346
EN01	Cyp4v3
EN01	Nwd1
EN01	Hhip
EN01	Tbc1d9
EN01	Ces1a
EN01	Nudt21
EN01	Cx3cl1
EN01	Bean1
EN01	Carmil2
EN01	Slc7a6
EN01	4930506A18Rik
EN01	Dynlrb2
EN01	Cdh15
EN01	Dbndd1
EN01	Exoc8
EN01	Kcnk1
EN01	1700128F08Rik
EN01	Mir1899
EN01	Endod1
EN01	Panx1
EN01	S1pr5
EN01	Rab3d
EN01	Zfp872
EN01	Opcml
EN01	Adamts15
EN01	Barx2
EN01	Olfr44
EN01	Scn3b
EN01	Hmbs
EN01	Tmem25
EN01	Gm8884
EN01	Ncam1
EN01	Exph5
EN01	Kdelc2
EN01	Nrg4
EN01	Cyp1a2
EN01	Clk3
EN01	Celf6
EN01	Spesp1
EN01	Prtg
EN01	Pygo1
EN01	D430036J16Rik
EN01	Elovl4
EN01	Prr23a3
EN01	1700102P08Rik
EN01	Lrrc2
EN01	Dclk3
EN01	AU023762
EN01	Trim71
EN01	1700020M21Rik
EN01	Hhatl
EN01	Ackr2
EN01	Zkscan7
EN01	Mycs
EN01	Bmp15
EN01	Lancl3
EN01	Gpr82
EN01	Mir5617
EN01	Cfp
EN01	Agtr2
EN01	Slc9a6
EN01	Prrg3
EN01	Zfp185
EN01	Pnma5
EN01	L1cam
EN01	Avpr2
EN01	Gab3
EN01	Arhgef9
EN01	Amer1
EN01	Gpr165
EN01	Rgag4
EN01	Slc16a2
EN01	Klhl4
EN01	Bex1
EN01	Wbp5
EN01	H2bfm
EN01	Tmsb15b2
EN01	Rs1
EN01	Mospd2
EN01	Gpm6b
EN01	Tlr7
EN02	Rgs20
EN02	Tram1
EN02	D030040B21Rik
EN02	1500015O10Rik
EN02	Tex30
EN02	Col5a2
EN02	Nabp1
EN02	Gls
EN02	Satb2
EN02	9130024F11Rik
EN02	Fam126b
EN02	Snord11
EN02	Cd28
EN02	Lancl1
EN02	Igfbp2
EN02	Cnppd1
EN02	Epha4
EN02	Farsb
EN02	Mogat1
EN02	Cops7b
EN02	Nppc
EN02	Prss56
EN02	Klhl30
EN02	Agxt
EN02	4930440C22Rik
EN02	B230216N24Rik
EN02	Cxcr4
EN02	Rbbp5
EN02	Cyb5r1
EN02	Ipo9
EN02	4930596I21Rik
EN02	Ptgs2
EN02	1700025G04Rik
EN02	Tsen15
EN02	Apobec4
EN02	Nmnat2
EN02	Mir1927
EN02	Gpr52
EN02	Scyl3
EN02	Selp
EN02	Ildr2
EN02	Igsf8
EN02	Cfap45
EN02	Ackr1
EN02	Olfr426
EN02	Eprs
EN02	Camk1g
EN02	Stxbp5
EN02	Heca
EN02	Map7
EN02	Hddc2
EN02	Rnf217
EN02	Clvs2
EN02	A830082N09Rik
EN02	Armc2
EN02	Hnrnph3
EN02	Cabin1
EN02	Mir6409
EN02	Col18a1
EN02	Jsrp1
EN02	Txnrd1
EN02	Ndufa12
EN02	Syt1
EN02	E2f7
EN02	Caps2
EN02	Tbc1d15
EN02	Rassf3
EN02	LOC100504703
EN02	Smarcc2
EN02	Pa2g4
EN02	Olfr786
EN02	Olfr815
EN02	Eldr
EN02	Olfr1383
EN02	Grap
EN02	Lrrc75a
EN02	Gm12295
EN02	Ybx2
EN02	Pelp1
EN02	Camkk1
EN02	Mnt
EN02	Blmh
EN02	Asic2
EN02	Trim37
EN02	Scpep1os
EN02	Hlf
EN02	Krtap4-1
EN02	Cntd1
EN02	Ptges3l
EN02	BC030867
EN02	BC006965
EN02	Mgat5b
EN02	Sectm1a
EN02	Rab40b
EN02	1700022H16Rik
EN02	Trappc12
EN02	Atxn7l1os2
EN02	Ahr
EN02	1110008L16Rik
EN02	Gm20063
EN02	Dbpht2
EN02	Vipas39
EN02	Mir431
EN02	Mir370
EN02	Mir1197
EN02	Mir323
EN02	Mir376a
EN02	Cinp
EN02	Tecpr2
EN02	Mark3
EN02	Ckb
EN02	Vmn1r222
EN02	Hist1h3a
EN02	Phactr1
EN02	Atxn1
EN02	Cap2
EN02	A930002C04Rik
EN02	Fam120a
EN02	Hrh2
EN02	Faf2
EN02	F12
EN02	Gm10782
EN02	Zfp748
EN02	Ube2ql1
EN02	Slc6a19
EN02	Edil3
EN02	A830009L08Rik
EN02	Enc1
EN02	1700099I09Rik
EN02	Sgtb
EN02	Il17rd
EN02	Slc18a3
EN02	Samd4
EN02	Mapk1ip1l
EN02	Fbxo34
EN02	Atg14
EN02	Tmem260
EN02	Olfr726
EN02	Zfhx2
EN02	Nedd8
EN02	Gja3
EN02	Ska3
EN02	Atp8a2
EN02	Bin3
EN02	Gm6994
EN02	Mir19b-1
EN02	Mir6391
EN02	Rxfp3
EN02	Dscc1
EN02	Mrpl13
EN02	Asap1
EN02	Adgrb1
EN02	Apol10a
EN02	Ankrd54
EN02	Kcnj4
EN02	Rangap1
EN02	Parvb
EN02	Alg10b
EN02	A330009N23Rik
EN02	Krt5
EN02	Krt1
EN02	Igfbp6
EN02	Hotair
EN02	Ube2l3
EN02	Thap7
EN02	Abcc5
EN02	2510009E07Rik
EN02	Lrch3
EN02	1700007L15Rik
EN02	Eaf2
EN02	Iqcb1
EN02	Upk1b
EN02	Gap43
EN02	Cd200r1
EN02	Tagln3
EN02	4930547E14Rik
EN02	Epha6
EN02	Chmp2b
EN02	Rbm11
EN02	Gm10791
EN02	Chaf1b
EN02	Mir6964
EN02	Prr18
EN02	Zfp960
EN02	Luc7l
EN02	Rsph1
EN02	Hsf2bp
EN02	Pdxk-ps
EN02	Akap8l
EN02	Zfp81
EN02	Snord52
EN02	Tnf
EN02	Cchcr1
EN02	Ubd
EN02	H2-M2
EN02	Med20
EN02	Fam179a
EN02	Pigf
EN02	Fbxo11
EN02	4930480K15Rik
EN02	Nrg2
EN02	Pcdhgc5
EN02	Arap3
EN02	Ap3s1
EN02	1700044K03Rik
EN02	Redrum
EN02	Txnl1
EN02	Fam210a
EN02	Rnmt
EN02	BC031181
EN02	Loxhd1
EN02	4930465K10Rik
EN02	Kmt5b
EN02	Ccdc87
EN02	Nrxn2
EN02	Rtn3
EN02	Hectd2
EN02	Btaf1
EN02	Cutc
EN02	Acsl5
EN02	Prlhr
EN02	Camk1d
EN02	Celf2
EN02	Il15ra
EN02	H2afb1
EN02	Enkur
EN02	Thnsl1
EN02	Acbd5
EN02	Ppp1r26
EN02	Crat
EN02	Swi5
EN02	Fam129b
EN02	Gapvd1
EN02	Psmd5
EN02	Snord90
EN02	Rabgap1
EN02	Golga1
EN02	Kif5c
EN02	Tnfaip6
EN02	Arl5a
EN02	Ccdc148
EN02	8430437L04Rik
EN02	Hoxd13
EN02	4930440I19Rik
EN02	Ube2e3
EN02	Zswim2
EN02	Tnks1bp1
EN02	Olfr1009
EN02	Olfr1097
EN02	Mir129b
EN02	Fjx1
EN02	Cstf3
EN02	Tmco5b
EN02	Gjd2
EN02	Fam98b
EN02	Tgm7
EN02	Prom2
EN02	Gm14023
EN02	Snord110
EN02	Idh3b
EN02	Slc4a11
EN02	Mkks
EN02	Dzank1
EN02	Zfp120
EN02	Csnk2a1
EN02	Defb20
EN02	Tm9sf4
EN02	Ggt7
EN02	Edem2
EN02	Uqcc1
EN02	Mroh8
EN02	Ada
EN02	Slc35c2
EN02	A530013C23Rik
EN02	Nfatc2
EN02	Gcnt7
EN02	Gnas
EN02	Tpd52
EN02	Snx16
EN02	Spata16
EN02	Slc7a14
EN02	Mir7009
EN02	Gm11548
EN02	Pfn2
EN02	Clrn1
EN02	Lekr1
EN02	Rarres1
EN02	Platr10
EN02	Mir7010
EN02	Trim2
EN02	Muc1
EN02	Mir7669
EN02	S100a14
EN02	Crct1
EN02	Pip5k1a
EN02	Ciart
EN02	Car14
EN02	Hist2h2ac
EN02	6330549D23Rik
EN02	Pdzk1
EN02	Mir378c
EN02	Igsf3
EN02	Gar1
EN02	Pla2g12a
EN02	Gm29811
EN02	Tspan5
EN02	Clca3a1
EN02	Snord45b
EN02	Erich3
EN02	Gdf6
EN02	Calb1
EN02	Epha7
EN02	Ankrd6
EN02	Tmem215
EN02	Nfx1
EN02	5730488B01Rik
EN02	Slc25a51
EN02	Hemgn
EN02	Nr4a3
EN02	Mrpl50
EN02	Epb41l4b
EN02	Ugcg
EN02	Fkbp15
EN02	Slc31a1
EN02	2310002L09Rik
EN02	4930407G08Rik
EN02	Osbpl9
EN02	Slc2a1
EN02	Adprhl2
EN02	Tmem39b
EN02	Rcc1
EN02	Sfn
EN02	Sh3bgrl3
EN02	Spata21
EN02	Clcnkb
EN02	Hspb7
EN02	Agmat
EN02	Cdk11b
EN02	Pusl1
EN02	Gm10354
EN02	4930519H02Rik
EN02	Pmpcb
EN02	Pisd
EN02	Mir7024
EN02	Evc
EN02	Ccdc149
EN02	5033403H07Rik
EN02	Dthd1
EN02	Slc30a9
EN02	Gabra2
EN02	Gabra4
EN02	Clock
EN02	Tmprss11c
EN02	Fam47e
EN02	Stbd1
EN02	Bmp3
EN02	Prkg2
EN02	Cds1
EN02	Fam69a
EN02	Mtf2
EN02	Gm15446
EN02	Noc4l
EN02	Kdm2b
EN02	Psmd9
EN02	Zfp664
EN02	Sept14
EN02	Nsun5
EN02	Sh2b2
EN02	Vgf
EN02	Smok3a
EN02	Slc29a4
EN02	Fscn1
EN02	4930505K14Rik
EN02	Samd9l
EN02	Umad1
EN02	Gcc1
EN02	Smkr-ps
EN02	Lncpint
EN02	Plxna4
EN02	Olfr456
EN02	Zfp398
EN02	Hoxa3
EN02	9130019P16Rik
EN02	Ppm1k
EN02	Cd8a
EN02	Suclg1
EN02	Dguok
EN02	1700124L16Rik
EN02	Gmcl1
EN02	Gfpt1
EN02	Aplf
EN02	Uba3
EN02	Arl6ip5
EN02	Brk1
EN02	Vgll4
EN02	Mir7043
EN02	B4galnt3
EN02	Slc2a3
EN02	Gpr162
EN02	Prmt8
EN02	Mir7649
EN02	Clec1b
EN02	Magohb
EN02	Pik3c2g
EN02	Asun
EN02	Ergic2
EN02	Ttyh1
EN02	Leng8
EN02	Shisa7
