cell_ID	tSNE1	tSNE2	cellType
CD34_Donor1_S1_BC3250_N01	1.06	6.46	CD34
CD34_Donor1_S1_BC3251_N01	16.07	-2.36	CD34
CD34_Donor1_S1_BC3252_N01	5.29	-13.21	CD34
CD34_Donor1_S1_BC3253_N01	1.77	-30.97	CD34
CD34_Donor1_S1_BC3254_N01	6.24	-8.00	CD34
CD34_Donor1_S1_BC3255_N01	15.67	-10.84	CD34
CD34_Donor1_S1_BC3256_N01	13.99	-7.87	CD34
CD34_Donor1_S1_BC3258_N01	29.88	-2.77	CD34
CD34_Donor1_S1_BC3259_N01	10.19	-10.94	CD34
CD34_Donor1_S1_BC3260_N01	16.45	-18.47	CD34
CD34_Donor1_S1_BC3261_N01	30.48	-5.19	CD34
CD34_Donor1_S1_BC3262_N01	28.37	-3.14	CD34
CD34_Donor1_S1_BC3263_N01	21.98	-3.15	CD34
CD34_Donor1_S1_BC3264_N01	8.60	-2.95	CD34
CD34_Donor1_S1_BC3265_N01	21.59	17.44	CD34
CD34_Donor1_S1_BC3266_N01	27.54	-22.33	CD34
CD34_Donor1_S1_BC3267_N01	21.34	-5.46	CD34
CD34_Donor1_S1_BC3268_N02	28.73	-1.35	CD34
CD34_Donor1_S1_BC3269_N01	5.07	-7.18	CD34
CD34_Donor1_S1_BC3270_N01	6.92	-30.51	CD34
CD34_Donor1_S1_BC3271_N01	13.51	-7.41	CD34
CD34_Donor1_S1_BC3272_N01	25.54	1.17	CD34
CD34_Donor1_S1_BC3273_N01	27.66	-4.31	CD34
CD34_Donor1_S1_BC3274_N01	24.70	-22.08	CD34
CD34_Donor1_S1_BC3275_N02	3.61	-31.13	CD34
CD34_Donor1_S1_BC3276_N01	27.51	3.68	CD34
CD34_Donor1_S1_BC3277_N02	3.19	-15.52	CD34
CD34_Donor1_S1_BC3278_N01	15.27	-4.26	CD34
CD34_Donor1_S1_BC3279_N01	14.55	-13.85	CD34
CD34_Donor1_S1_BC3280_N01	5.89	-31.83	CD34
CD34_Donor1_S1_BC3281_N02	14.48	-4.74	CD34
CD34_Donor1_S1_BC3282_N01	18.94	-15.53	CD34
CD34_Donor1_S1_BC3283_N01	25.53	-1.74	CD34
CD34_Donor1_S1_BC3284_N01	23.04	13.04	CD34
CD34_Donor1_S1_BC3285_N01	27.79	-8.59	CD34
CD34_Donor1_S1_BC3286_N01	6.15	-25.98	CD34
CD34_Donor1_S1_BC3287_N01	8.55	-4.28	CD34
CD34_Donor1_S1_BC3289_N01	16.36	-17.76	CD34
CD34_Donor1_S1_BC3291_N01	5.98	5.00	CD34
CD34_Donor1_S1_BC3292_N01	29.40	-1.11	CD34
CD34_Donor1_S1_BC3293_N01	8.53	19.29	CD34
CD34_Donor1_S1_BC3294_N01	10.07	18.22	CD34
CD34_Donor1_S1_BC3295_N01	30.77	1.33	CD34
CD34_Donor1_S1_BC3296_N01	23.89	16.03	CD34
CD34_Donor1_S1_BC3297_N01	16.19	24.21	CD34
CD34_Donor1_S1_BC3298_N01	24.93	1.66	CD34
CD34_Donor1_S1_BC3299_N01	2.43	-28.63	CD34
CD34_Donor1_S1_BC3301_N01	25.86	-21.83	CD34
CD34_Donor1_S1_BC3302_N01	7.20	-3.31	CD34
CD34_Donor1_S1_BC3303_N01	20.97	-14.18	CD34
CD34_Donor1_S1_BC3304_N01	22.09	19.66	CD34
CD34_Donor1_S1_BC3305_N01	21.66	0.02	CD34
CD34_Donor1_S1_BC3306_N01	1.79	-4.00	CD34
CD34_Donor1_S1_BC3307_N01	1.37	-28.94	CD34
CD34_Donor1_S1_BC3308_N02	22.57	-12.53	CD34
CD34_Donor1_S1_BC3309_N01	6.13	-6.50	CD34
CD34_Donor1_S1_BC3310_N02	20.28	-1.61	CD34
CD34_Donor1_S1_BC3311_N01	2.92	-32.67	CD34
CD34_Donor1_S1_BC3312_N01	25.05	2.35	CD34
CD34_Donor1_S1_BC3313_N01	4.09	-18.41	CD34
CD34_Donor1_S1_BC3314_N01	22.94	-20.39	CD34
CD34_Donor1_S1_BC3315_N01	21.83	-3.46	CD34
CD34_Donor1_S1_BC3317_N01	20.74	-13.35	CD34
CD34_Donor1_S1_BC3318_N02	1.95	-28.43	CD34
CD34_Donor1_S1_BC3319_N01	31.89	-3.40	CD34
CD34_Donor1_S1_BC3321_N02	26.11	3.24	CD34
CD34_Donor1_S1_BC3323_N01	22.27	13.72	CD34
CD34_Donor1_S1_BC3325_N02	6.38	6.25	CD34
CD34_Donor1_S1_BC3326_N01	16.49	-18.50	CD34
CD34_Donor1_S1_BC3327_N01	23.31	5.35	CD34
CD34_Donor1_S1_BC3329_N01	23.28	-2.66	CD34
CD34_Donor1_S1_BC3330_N01	5.44	-18.16	CD34
CD34_Donor1_S1_BC3331_N01	21.65	-19.82	CD34
CD34_Donor1_S1_BC3332_N01	0.68	-30.96	CD34
CD34_Donor1_S1_BC3333_N01	7.73	-6.78	CD34
CD34_Donor1_S1_BC3334_N01	10.60	-27.40	CD34
CD34_Donor1_S1_BC3335_N02	20.51	21.97	CD34
CD34_Donor1_S1_BC3336_N01	22.78	-19.76	CD34
CD34_Donor1_S1_BC3337_N01	21.08	19.01	CD34
CD34_Donor1_S1_BC3338_N01	13.75	-4.60	CD34
CD34_Donor1_S1_BC3339_N01	20.96	-4.23	CD34
CD34_Donor1_S1_BC3340_N01	24.93	3.49	CD34
CD34_Donor1_S1_BC3341_N01	6.36	-30.32	CD34
CD34_Donor1_S1_BC3342_N01	8.77	-6.47	CD34
CD34_Donor1_S1_BC3343_N01	24.49	-22.67	CD34
CD34_Donor1_S1_BC3344_N01	6.86	-8.35	CD34
CD34_Donor1_S1_BC3345_N01	26.49	-2.59	CD34
CD34_Donor1_S1_BC3346_N01	3.96	-8.98	CD34
CD34_Donor1_S1_BC3347_N01	8.26	-19.57	CD34
CD34_Donor1_S1_BC3348_N01	23.92	-18.65	CD34
CD34_Donor1_S1_BC3349_N01	4.93	-30.40	CD34
CD34_Donor1_S1_BC3350_N01	3.40	-13.04	CD34
CD34_Donor1_S1_BC3351_N01	24.07	-8.41	CD34
CD34_Donor1_S1_BC3352_N01	19.95	15.81	CD34
CD34_Donor1_S1_BC3353_N01	19.89	0.25	CD34
CD34_Donor1_S1_BC3354_N01	7.57	-2.36	CD34
CD34_Donor1_S1_BC3355_N01	19.59	-9.92	CD34
CD34_Donor1_S1_BC3356_N01	4.14	-25.33	CD34
CD34_Donor1_S1_BC3358_N02	13.19	-14.40	CD34
CD34_Donor1_S1_BC3359_N01	15.85	-1.14	CD34
CD34_Donor1_S1_BC3360_N01	6.54	-7.27	CD34
CD34_Donor1_S1_BC3361_N01	25.32	0.85	CD34
CD34_Donor1_S1_BC3362_N01	19.03	-2.15	CD34
CD34_Donor1_S1_BC3363_N01	22.86	-21.04	CD34
CD34_Donor1_S1_BC3364_N01	18.33	-11.91	CD34
CD34_Donor1_S1_BC3366_N02	5.07	-27.56	CD34
CD34_Donor1_S1_BC3368_N01	9.25	-7.76	CD34
CD34_Donor1_S1_BC3370_N01	5.53	-11.86	CD34
CD34_Donor1_S1_BC3371_N01	12.19	-16.78	CD34
CD34_Donor1_S1_BC3372_N01	8.03	19.04	CD34
CD34_Donor1_S1_BC3373_N01	7.59	-4.37	CD34
CD34_Donor1_S1_BC3374_N01	28.51	-5.74	CD34
CD34_Donor1_S1_BC3375_N01	1.02	-29.12	CD34
CD34_Donor1_S1_BC3376_N01	11.60	-0.76	CD34
CD34_Donor1_S1_BC3377_N01	6.39	-30.34	CD34
CD34_Donor1_S1_BC3378_N01	10.39	-18.27	CD34
CD34_Donor1_S1_BC3379_N01	21.19	22.39	CD34
CD34_Donor1_S1_BC3380_N01	21.24	-10.25	CD34
CD34_Donor1_S1_BC3381_N01	1.09	-30.49	CD34
CD34_Donor1_S1_BC3382_N01	24.60	-1.84	CD34
CD34_Donor1_S1_BC3383_N01	20.09	17.25	CD34
CD34_Donor1_S1_BC3384_N01	3.35	-29.14	CD34
CD34_Donor1_S1_BC3385_N01	1.48	-30.01	CD34
CD34_Donor1_S1_BC3386_N01	25.34	-19.74	CD34
CD34_Donor1_S1_BC3387_N01	20.34	-10.57	CD34
CD34_Donor1_S1_BC3388_N01	21.58	-16.69	CD34
CD34_Donor1_S1_BC3390_N01	3.35	-29.15	CD34
CD34_Donor1_S1_BC3391_N01	19.38	20.20	CD34
CD34_Donor1_S1_BC3392_N02	19.26	22.55	CD34
CD34_Donor1_S1_BC3393_N01	19.35	24.65	CD34
CD34_Donor1_S1_BC3394_N01	1.20	-30.39	CD34
CD34_Donor1_S1_BC3395_N02	19.20	-12.43	CD34
CD34_Donor1_S1_BC3396_N01	21.06	23.10	CD34
CD34_Donor1_S1_BC3398_N01	9.88	19.68	CD34
CD34_Donor1_S1_BC3399_N02	2.66	7.91	CD34
CD34_Donor1_S1_BC3400_N02	10.99	-4.76	CD34
CD34_Donor1_S1_BC3403_N01	21.09	-11.59	CD34
CD34_Donor1_S1_BC3404_N01	27.03	-2.22	CD34
CD34_Donor1_S1_BC3405_N01	27.58	3.53	CD34
CD34_Donor1_S1_BC3406_N01	14.91	-10.63	CD34
CD34_Donor1_S1_BC3407_N01	24.88	-17.80	CD34
CD34_Donor1_S1_BC3408_N01	1.46	-12.41	CD34
CD34_Donor1_S1_BC3409_N02	24.75	-11.13	CD34
CD34_Donor1_S1_BC3410_N01	25.64	4.57	CD34
CD34_Donor1_S1_BC3411_N01	19.22	22.16	CD34
CD34_Donor1_S1_BC3413_N01	21.60	-11.28	CD34
CD34_Donor1_S1_BC3415_N01	26.81	-22.78	CD34
CD34_Donor1_S1_BC3416_N01	19.26	0.43	CD34
CD34_Donor1_S1_BC3417_N01	7.10	-7.94	CD34
CD34_Donor1_S1_BC3418_N01	20.29	-15.74	CD34
CD34_Donor1_S1_BC3419_N01	19.92	-9.47	CD34
CD34_Donor1_S1_BC3422_N02	23.07	-3.42	CD34
CD34_Donor1_S1_BC3423_N01	7.01	-1.00	CD34
CD34_Donor1_S1_BC3424_N01	22.17	15.53	CD34
CD34_Donor1_S1_BC3425_N01	19.12	-2.16	CD34
CD34_Donor1_S1_BC3426_N01	4.85	-8.83	CD34
CD34_Donor1_S1_BC3427_N02	4.12	-32.47	CD34
CD34_Donor1_S1_BC3428_N01	0.49	-30.15	CD34
CD34_Donor1_S1_BC3429_N01	9.94	4.15	CD34
CD34_Donor1_S1_BC3430_N01	9.54	-4.21	CD34
CD34_Donor1_S1_BC3431_N01	23.52	1.94	CD34
CD34_Donor1_S1_BC3432_N01	14.97	-4.68	CD34
CD34_Donor1_S1_BC3433_N01	24.39	-8.82	CD34
CD34_Donor1_S1_BC3434_N01	24.18	1.22	CD34
CD34_Donor1_S1_BC3436_N01	18.78	26.75	CD34
CD34_Donor1_S1_BC3437_N01	11.72	-17.71	CD34
CD34_Donor1_S1_BC3438_N01	22.28	-1.79	CD34
CD34_Donor1_S1_BC3440_N01	21.20	-11.71	CD34
CD34_Donor1_S1_BC3441_N01	20.81	-17.44	CD34
CD34_Donor1_S1_BC3442_N01	4.69	-6.50	CD34
CD34_Donor1_S1_BC3443_N01	20.51	-15.19	CD34
CD34_Donor1_S1_BC3444_N01	5.66	-11.62	CD34
CD34_Donor1_S1_BC3445_N01	18.92	-10.02	CD34
CD34_Donor1_S1_BC3446_N01	13.94	-8.65	CD34
CD34_Donor1_S1_BC3447_N01	14.46	-14.23	CD34
CD34_Donor1_S1_BC3448_N01	5.09	-11.47	CD34
CD34_Donor1_S1_BC3449_N01	3.61	-2.03	CD34
CD34_Donor1_S1_BC3450_N01	22.06	-5.52	CD34
CD34_Donor1_S1_BC3451_N01	11.52	-2.56	CD34
CD34_Donor1_S1_BC3452_N01	20.19	22.60	CD34
CD34_Donor1_S1_BC3453_N01	8.87	18.63	CD34
CD34_Donor1_S1_BC3454_N01	18.06	-18.93	CD34
CD34_Donor1_S1_BC3455_N01	6.81	-30.10	CD34
CD34_Donor1_S1_BC3458_N01	11.90	2.40	CD34
CD34_Donor1_S1_BC3459_N01	15.66	2.91	CD34
CD34_Donor1_S1_BC3460_N01	19.13	-3.35	CD34
CD34_Donor1_S1_BC3461_N01	19.85	17.83	CD34
CD34_Donor1_S1_BC3462_N01	11.47	-10.90	CD34
CD34_Donor1_S1_BC3463_N01	12.03	-8.00	CD34
CD34_Donor1_S1_BC3464_N01	24.52	-6.18	CD34
CD34_Donor1_S1_BC3465_N01	3.72	-33.03	CD34
CD34_Donor1_S1_BC3466_N01	2.66	-9.31	CD34
CD34_Donor1_S1_BC3467_N01	17.66	-9.59	CD34
CD34_Donor1_S1_BC3468_N01	1.74	-30.30	CD34
CD34_Donor1_S1_BC3470_N02	15.63	-2.32	CD34
CD34_Donor1_S1_BC3471_N01	7.39	6.82	CD34
CD34_Donor1_S1_BC3472_N01	18.87	-13.08	CD34
CD34_Donor1_S1_BC3473_N02	8.64	-10.20	CD34
CD34_Donor1_S1_BC3474_N02	10.04	-20.03	CD34
CD34_Donor1_S1_BC3475_N01	25.56	-4.31	CD34
CD34_Donor1_S1_BC3476_N01	20.98	-3.81	CD34
CD34_Donor1_S1_BC3477_N01	8.09	-0.32	CD34
CD34_Donor1_S1_BC3478_N01	23.22	-5.23	CD34
CD34_Donor1_S1_BC3479_N01	6.44	-13.26	CD34
CD34_Donor1_S1_BC3480_N01	6.34	-14.58	CD34
CD34_Donor1_S1_BC3481_N01	28.27	-2.03	CD34
CD34_Donor1_S1_BC3482_N01	26.52	-20.58	CD34
CD34_Donor1_S1_BC3483_N01	0.57	-0.61	CD34
CD34_Donor1_S1_BC3484_N01	9.45	19.43	CD34
CD34_Donor1_S1_BC3485_N01	8.85	19.47	CD34
CD34_Donor1_S1_BC3486_N02	6.66	-24.70	CD34
CD34_Donor1_S1_BC3487_N01	28.04	1.84	CD34
CD34_Donor1_S1_BC3488_N01	22.84	3.83	CD34
CD34_Donor1_S1_BC3489_N02	21.16	-12.62	CD34
CD34_Donor1_S1_BC3490_N01	18.50	-12.63	CD34
CD34_Donor1_S1_BC3491_N01	10.10	-25.54	CD34
CD34_Donor1_S1_BC3492_N01	25.52	-4.42	CD34
CD34_Donor1_S1_BC3493_N01	3.14	-8.54	CD34
CD34_Donor1_S1_BC3494_N01	31.70	-0.21	CD34
CD34_Donor1_S1_BC3495_N01	14.39	-11.66	CD34
CD34_Donor1_S1_BC3496_N01	7.66	-28.42	CD34
CD34_Donor1_S1_BC3497_N01	12.30	-3.03	CD34
CD34_Donor1_S1_BC3498_N01	6.89	-29.53	CD34
CD34_Donor1_S1_BC3499_N01	30.83	1.42	CD34
CD34_Donor1_S1_BC3500_N01	9.40	19.35	CD34
CD34_Donor1_S1_BC3502_N01	20.77	-3.19	CD34
CD34_Donor1_S1_BC3503_N01	12.66	2.18	CD34
CD34_Donor1_S1_BC3504_N01	19.07	-12.31	CD34
CD34_Donor1_S1_BC3505_N02	5.55	-6.21	CD34
CD34_Donor1_S1_BC3506_N01	19.96	-10.94	CD34
CD34_Donor1_S1_BC3507_N01	20.81	-13.99	CD34
CD34_Donor1_S1_BC3508_N01	10.03	-8.01	CD34
CD34_Donor1_S1_BC3509_N01	8.51	-1.41	CD34
CD34_Donor1_S1_BC3510_N01	11.85	-1.35	CD34
CD34_Donor1_S1_BC3512_N02	20.16	-12.17	CD34
CD34_Donor1_S1_BC3513_N01	2.40	9.38	CD34
CD34_Donor1_S1_BC3514_N01	1.37	-5.17	CD34
CD34_Donor1_S1_BC3515_N01	11.55	-12.16	CD34
CD34_Donor1_S1_BC3516_N01	29.41	-4.57	CD34
CD34_Donor1_S1_BC3517_N01	6.23	-5.74	CD34
CD34_Donor1_S1_BC3518_N01	24.83	2.95	CD34
CD34_Donor1_S1_BC3519_N01	32.49	-3.91	CD34
CD34_Donor1_S1_BC3520_N02	22.41	-20.10	CD34
CD34_Donor1_S1_BC3521_N01	28.11	5.14	CD34
CD34_Donor1_S1_BC3522_N01	11.95	-6.51	CD34
CD34_Donor1_S1_BC3523_N01	23.95	11.29	CD34
CD34_Donor1_S1_BC3524_N01	23.46	4.24	CD34
CD34_Donor1_S1_BC3526_N01	19.11	-1.43	CD34
CD34_Donor1_S1_BC3527_N02	10.65	2.04	CD34
CD34_Donor1_S1_BC3528_N01	2.35	-30.29	CD34
CD34_Donor1_S1_BC3529_N01	23.55	7.09	CD34
CD34_Donor1_S1_BC3530_N01	13.75	-15.51	CD34
CD34_Donor1_S1_BC3531_N02	25.82	-17.88	CD34
CD34_Donor1_S1_BC3533_N01	12.44	14.82	CD34
CD34_Donor1_S1_BC3534_N01	4.10	8.39	CD34
CD34_Donor1_S1_BC3535_N01	16.40	-9.41	CD34
CD34_Donor1_S1_BC3536_N01	21.13	-6.11	CD34
CD34_Donor1_S1_BC3537_N01	20.21	-9.60	CD34
CD34_Donor1_S1_BC3538_N01	22.92	-12.68	CD34
CD34_Donor1_S1_BC3539_N01	29.18	4.57	CD34
CD34_Donor1_S1_BC3540_N02	11.24	-26.62	CD34
CD34_Donor1_S1_BC3541_N01	11.40	-8.52	CD34
CD34_Donor1_S1_BC3542_N01	15.34	-4.58	CD34
CD34_Donor1_S1_BC3543_N01	26.47	-5.29	CD34
CD34_Donor1_S1_BC3544_N01	13.17	-7.69	CD34
CD34_Donor1_S1_BC3545_N02	25.89	4.34	CD34
CD34_Donor1_S1_BC3546_N01	6.44	-0.18	CD34
CD34_Donor1_S1_BC3547_N01	16.39	-6.32	CD34
CD34_Donor1_S1_BC3548_N01	10.86	-5.80	CD34
CD34_Donor1_S1_BC3549_N01	17.61	26.84	CD34
CD34_Donor1_S1_BC3550_N01	8.07	3.43	CD34
CD34_Donor1_S1_BC3551_N02	9.09	11.25	CD34
CD34_Donor1_S1_BC3552_N01	19.21	22.45	CD34
CD34_Donor1_S1_BC3553_N01	24.21	-4.49	CD34
CD34_Donor1_S1_BC3554_N01	17.49	-10.80	CD34
CD34_Donor1_S1_BC3555_N01	31.17	2.81	CD34
CD34_Donor1_S1_BC3556_N01	27.16	1.63	CD34
CD34_Donor1_S1_BC3557_N01	3.59	5.07	CD34
CD34_Donor1_S1_BC3558_N01	19.35	26.96	CD34
CD34_Donor1_S1_BC3559_N01	29.73	-7.91	CD34
CD34_Donor1_S1_BC3560_N01	14.95	-11.44	CD34
CD34_Donor1_S1_BC3561_N01	25.32	11.01	CD34
CD34_Donor1_S1_BC3562_N01	19.65	-13.72	CD34
CD34_Donor1_S1_BC3563_N01	11.12	19.22	CD34
CD34_Donor1_S1_BC3564_N01	24.55	-0.44	CD34
CD34_Donor1_S1_BC3565_N01	23.51	-17.89	CD34
CD34_Donor1_S1_BC3566_N01	22.27	-19.75	CD34
CD34_Donor1_S1_BC3567_N01	2.42	-4.06	CD34
CD34_Donor1_S1_BC3568_N01	18.47	21.93	CD34
CD34_Donor1_S1_BC3569_N02	5.28	-15.04	CD34
CD34_Donor1_S1_BC3570_N01	-0.11	-3.38	CD34
CD34_Donor1_S1_BC3571_N01	32.94	-0.88	CD34
CD34_Donor1_S1_BC3572_N01	4.83	-28.26	CD34
CD34_Donor1_S1_BC3573_N01	8.62	18.39	CD34
CD34_Donor1_S1_BC3574_N01	24.89	4.34	CD34
CD34_Donor1_S1_BC3575_N01	-0.11	-31.45	CD34
CD34_Donor1_S1_BC3576_N01	20.94	-13.25	CD34
CD34_Donor1_S1_BC3577_N01	17.85	5.91	CD34
CD34_Donor1_S1_BC3578_N02	23.95	-2.56	CD34
CD34_Donor1_S1_BC3579_N01	24.25	7.14	CD34
CD34_Donor1_S1_BC3581_N01	1.31	-30.75	CD34
CD34_Donor1_S1_BC3582_N01	6.83	-5.00	CD34
CD34_Donor1_S1_BC3583_N01	5.20	-12.88	CD34
CD34_Donor1_S1_BC3584_N01	23.83	2.14	CD34
CD34_Donor1_S1_BC3585_N01	12.70	15.79	CD34
CD34_Donor1_S1_BC3586_N01	15.97	-11.85	CD34
CD34_Donor1_S1_BC3587_N01	24.88	-17.99	CD34
CD34_Donor1_S1_BC3588_N01	9.56	-11.11	CD34
CD34_Donor1_S1_BC3590_N01	22.25	-19.82	CD34
CD34_Donor1_S1_BC3591_N01	2.53	-29.02	CD34
CD34_Donor1_S1_BC3592_N01	1.49	-30.99	CD34
CD34_Donor1_S1_BC3593_N01	20.27	-15.49	CD34
CD34_Donor1_S1_BC3594_N01	26.44	1.29	CD34
CD34_Donor1_S1_BC3595_N01	14.77	-4.16	CD34
CD34_Donor1_S1_BC3596_N02	1.96	-31.13	CD34
CD34_Donor1_S1_BC3597_N01	6.94	-8.55	CD34
CD34_Donor1_S1_BC3598_N01	28.25	-3.69	CD34
CD34_Donor1_S1_BC3599_N02	19.26	25.84	CD34
CD34_Donor1_S1_BC3600_N01	14.55	-5.57	CD34
CD34_Donor1_S1_BC3601_N01	7.33	-13.39	CD34
CD34_Donor1_S1_BC3602_N02	11.35	-26.82	CD34
CD34_Donor1_S1_BC3603_N01	32.95	-1.67	CD34
CD34_Donor1_S1_BC3604_N01	21.82	23.80	CD34
CD34_Donor1_S1_BC3605_N01	13.20	-6.39	CD34
CD34_Donor1_S1_BC3606_N01	17.41	-6.49	CD34
CD34_Donor1_S1_BC3607_N01	23.54	11.12	CD34
CD34_Donor1_S1_BC3608_N01	17.97	16.29	CD34
CD34_Donor1_S1_BC3609_N03	21.64	-0.06	CD34
CD34_Donor1_S1_BC3610_N01	17.33	26.30	CD34
CD34_Donor1_S1_BC3611_N01	23.60	-4.17	CD34
CD34_Donor1_S1_BC3612_N02	20.19	-6.62	CD34
CD34_Donor1_S1_BC3613_N01	4.32	-13.28	CD34
CD34_Donor1_S1_BC3614_N02	17.82	-4.32	CD34
CD34_Donor1_S1_BC3615_N02	9.98	-9.31	CD34
CD34_Donor1_S1_BC3616_N01	11.47	-10.36	CD34
CD34_Donor1_S1_BC3617_N01	2.37	-1.05	CD34
CD34_Donor1_S1_BC3619_N01	21.40	15.29	CD34
CD34_Donor1_S1_BC3620_N01	1.73	1.03	CD34
CD34_Donor1_S1_BC3621_N02	29.95	1.45	CD34
CD34_Donor1_S1_BC3622_N01	4.88	-27.41	CD34
CD34_Donor1_S1_BC3623_N01	24.21	-8.06	CD34
CD34_Donor1_S1_BC3624_N01	11.37	-26.46	CD34
CD34_Donor1_S1_BC3625_N01	5.66	-5.42	CD34
CD34_Donor1_S1_BC3626_N01	25.53	-4.84	CD34
CD34_Donor1_S1_BC3627_N01	27.47	3.15	CD34
CD34_Donor1_S1_BC3628_N01	7.93	-26.59	CD34
CD34_Donor1_S1_BC3629_N01	20.65	19.48	CD34
CD34_Donor1_S1_BC3631_N01	17.56	26.80	CD34
CD34_Donor1_S1_BC3632_N01	5.72	-4.47	CD34
CD34_Donor1_S1_BC3633_N01	11.34	-18.62	CD34
CD34_Donor1_S1_BC3634_N02	6.96	5.84	CD34
CD34_Donor1_S1_BC3635_N01	5.52	-27.76	CD34
CD34_Donor1_S1_BC3636_N01	28.64	-8.46	CD34
CD34_Donor1_S1_BC3637_N01	26.32	-21.32	CD34
CD34_Donor1_S1_BC3638_N01	22.14	3.05	CD34
CD34_Donor1_S1_BC3639_N02	16.82	-0.54	CD34
CD34_Donor1_S1_BC3640_N01	7.36	-12.97	CD34
CD34_Donor1_S1_BC3641_N01	27.73	-0.58	CD34
CD34_Donor1_S1_BC3642_N01	26.17	0.51	CD34
CD34_Donor1_S1_BC3643_N01	6.56	-13.63	CD34
CD34_Donor1_S1_BC3646_N01	6.80	-26.96	CD34
CD34_Donor1_S1_BC3647_N01	5.11	-0.98	CD34
CD34_Donor1_S1_BC3648_N01	-0.53	-30.64	CD34
CD34_Donor1_S1_BC3649_N01	8.28	0.35	CD34
CD34_Donor1_S1_BC3650_N01	7.60	-29.13	CD34
CD34_Donor1_S1_BC3651_N01	20.92	-13.75	CD34
CD34_Donor1_S1_BC3652_N01	21.78	23.38	CD34
CD34_Donor1_S1_BC3653_N01	-0.96	30.10	CD34
CD34_Donor1_S1_BC3655_N01	23.23	-5.01	CD34
CD34_Donor1_S1_BC3656_N02	9.13	-2.85	CD34
CD34_Donor1_S1_BC3657_N01	31.63	-1.22	CD34
CD34_Donor1_S1_BC3658_N01	8.31	1.17	CD34
CD34_Donor1_S1_BC3659_N02	21.85	6.85	CD34
CD34_Donor1_S1_BC3660_N01	11.59	-26.40	CD34
CD34_Donor1_S1_BC3661_N01	6.89	-28.42	CD34
CD34_Donor1_S1_BC3662_N01	0.95	-27.66	CD34
CD34_Donor1_S1_BC3663_N01	1.85	-28.64	CD34
CD34_Donor1_S1_BC3665_N01	21.59	-3.32	CD34
CD34_Donor1_S1_BC3666_N01	0.86	-30.46	CD34
CD34_Donor1_S1_BC3667_N01	23.37	-7.04	CD34
CD34_Donor1_S1_BC3668_N01	1.42	-33.15	CD34
CD34_Donor1_S1_BC3669_N01	9.32	19.79	CD34
CD34_Donor1_S1_BC3670_N01	15.31	-4.77	CD34
CD34_Donor1_S1_BC3671_N01	26.04	-4.26	CD34
CD34_Donor1_S1_BC3672_N01	24.53	10.76	CD34
CD34_Donor1_S1_BC3673_N01	2.12	-28.48	CD34
CD34_Donor1_S1_BC3674_N01	3.63	-23.92	CD34
CD34_Donor1_S1_BC3675_N02	5.17	-30.53	CD34
CD34_Donor1_S1_BC3676_N02	28.59	4.03	CD34
CD34_Donor1_S1_BC3677_N02	5.87	-9.16	CD34
CD34_Donor1_S1_BC3678_N01	6.83	12.76	CD34
CD34_Donor1_S1_BC3679_N01	2.28	-6.81	CD34
CD34_Donor1_S1_BC3680_N01	17.05	23.49	CD34
CD34_Donor1_S1_BC3681_N01	2.00	-27.23	CD34
CD34_Donor1_S1_BC3683_N02	27.24	2.43	CD34
CD34_Donor1_S1_BC3684_N02	15.79	18.86	CD34
CD34_Donor1_S1_BC3685_N01	0.74	-28.78	CD34
CD34_Donor1_S1_BC3686_N01	26.02	8.57	CD34
CD34_Donor1_S1_BC3687_N01	4.42	-23.98	CD34
CD34_Donor1_S1_BC3688_N01	2.52	-31.42	CD34
CD34_Donor1_S1_BC3689_N01	17.12	-16.95	CD34
CD34_Donor1_S1_BC3690_N01	18.95	24.75	CD34
CD34_Donor1_S1_BC3691_N01	10.31	-26.26	CD34
CD34_Donor1_S1_BC3692_N01	22.14	-10.07	CD34
CD34_Donor1_S1_BC3693_N01	6.97	-14.19	CD34
CD34_Donor1_S1_BC3694_N01	14.61	-13.22	CD34
CD34_Donor1_S1_BC3695_N01	7.62	18.88	CD34
CD34_Donor1_S1_BC3696_N01	27.70	-22.13	CD34
CD34_Donor1_S1_BC3697_N01	7.34	-25.72	CD34
CD34_Donor1_S1_BC3698_N01	4.11	2.48	CD34
CD34_Donor1_S1_BC3699_N02	10.66	-9.76	CD34
CD34_Donor1_S1_BC3700_N01	5.33	5.19	CD34
CD34_Donor1_S1_BC3701_N01	23.07	5.66	CD34
CD34_Donor1_S1_BC3702_N01	6.19	-30.22	CD34
CD34_Donor1_S1_BC3703_N01	20.27	24.37	CD34
CD34_Donor1_S1_BC3704_N01	12.77	-9.65	CD34
CD34_Donor1_S1_BC3705_N01	17.80	-4.10	CD34
CD34_Donor1_S1_BC3706_N01	6.87	-30.40	CD34
CD34_Donor1_S1_BC3707_N01	11.61	-26.37	CD34
CD34_Donor1_S1_BC3708_N01	1.66	-31.44	CD34
CD34_Donor1_S1_BC3709_N02	25.10	4.06	CD34
CD34_Donor1_S1_BC3710_N01	23.63	6.94	CD34
CD34_Donor1_S1_BC3711_N01	23.15	3.68	CD34
CD34_Donor1_S1_BC3712_N01	19.88	-9.54	CD34
CD34_Donor1_S1_BC3714_N01	23.94	5.34	CD34
CD34_Donor1_S1_BC3715_N01	23.26	1.97	CD34
CD34_Donor1_S1_BC3716_N01	2.40	-29.22	CD34
